,seller_id,product_category_name,vendas_total,entrega_antecipacao,score
1600,42d4b7e70819438f5ada61c965e92d7e,bebidas,1,1.0,1.0
1601,42ef3192a9ff87a22d1867b74b3ee205,brinquedos,17,9.0,5.0
1602,42ef3192a9ff87a22d1867b74b3ee205,dvds_blu_ray,2,23.0,5.0
1603,42ef3192a9ff87a22d1867b74b3ee205,livros_interesse_geral,2,7.5,4.5
1604,42ef3192a9ff87a22d1867b74b3ee205,papelaria,2,10.5,5.0
1605,42fa4ee7240e9b8eb4576358ec142ba7,papelaria,3,19.0,5.0
1606,42fa4ee7240e9b8eb4576358ec142ba7,utilidades_domesticas,5,12.0,5.0
1607,42fb44130ac3134cde8e35cf8ec7df25,fashion_bolsas_e_acessorios,3,12.0,5.0
1608,430315b7bb4b6e4b3c978f9dfa9b0558,automotivo,2,18.5,2.5
1609,430315b7bb4b6e4b3c978f9dfa9b0558,beleza_saude,3,9.0,5.0
1610,430315b7bb4b6e4b3c978f9dfa9b0558,eletronicos,1,7.0,5.0
1611,430315b7bb4b6e4b3c978f9dfa9b0558,eletroportateis,3,22.0,5.0
1612,430315b7bb4b6e4b3c978f9dfa9b0558,informatica_acessorios,1,19.0,5.0
1613,430315b7bb4b6e4b3c978f9dfa9b0558,sinalizacao_e_seguranca,1,8.0,1.0
1614,430315b7bb4b6e4b3c978f9dfa9b0558,telefonia,3,11.0,5.0
1615,430315b7bb4b6e4b3c978f9dfa9b0558,utilidades_domesticas,6,11.5,5.0
1616,4305fe92735c8a43d154ff6dd2b8d927,esporte_lazer,19,9.0,5.0
1617,4305fe92735c8a43d154ff6dd2b8d927,fashion_roupa_masculina,1,9.0,5.0
1618,4305fe92735c8a43d154ff6dd2b8d927,ferramentas_jardim,1,12.0,4.0
1619,431050a06a317f2b38168dec3dcd2b46,beleza_saude,11,11.0,5.0
1620,431050a06a317f2b38168dec3dcd2b46,perfumaria,1,0.0,5.0
1621,431af27f296bc6519d890aa5a05fdb11,beleza_saude,125,8.0,5.0
1622,4324dd16853115efb0fd9d0d131ba6f4,informatica_acessorios,18,13.5,5.0
1623,432c37c9dfba871172ec162e20118b8c,automotivo,1,-11.0,2.0
1624,432c37c9dfba871172ec162e20118b8c,cool_stuff,31,12.0,5.0
1625,432c37c9dfba871172ec162e20118b8c,esporte_lazer,4,4.0,3.0
1626,432c37c9dfba871172ec162e20118b8c,informatica_acessorios,1,14.0,4.0
1627,432c37c9dfba871172ec162e20118b8c,relogios_presentes,1,8.0,4.0
1628,432c37c9dfba871172ec162e20118b8c,utilidades_domesticas,16,11.5,5.0
1629,432c67955c0acd1fd6b0b5d678766a71,beleza_saude,2,23.5,3.0
1630,43402bdf22aa2310e8f99e2f94f78628,moveis_cozinha_area_de_servico_jantar_e_jardim,2,43.0,1.0
1631,43402bdf22aa2310e8f99e2f94f78628,moveis_quarto,3,43.0,4.0
1632,4342d4b2ba6b161468c63a7e7cfce593,relogios_presentes,19,0.0,1.0
1633,436bf27f2f18474fc6047702e9f8a866,bebes,1,9.0,5.0
1634,4371b634e0efc0e22b09b52907d9d469,alimentos,5,6.0,5.0
1635,4371b634e0efc0e22b09b52907d9d469,bebidas,2,8.5,5.0
1636,4371b634e0efc0e22b09b52907d9d469,beleza_saude,39,10.0,5.0
1637,4371b634e0efc0e22b09b52907d9d469,esporte_lazer,65,10.0,5.0
1638,43753b27d77860f1654aa72e251a7878,moveis_decoracao,1,0.0,5.0
1639,4391ea5c5990502176a1dcda44a2373d,climatizacao,4,17.0,5.0
1640,4391ea5c5990502176a1dcda44a2373d,eletronicos,1,14.0,4.0
1641,439a47cc365d6e3bd526812ea9de3c29,cama_mesa_banho,13,13.0,4.0
1642,43a1d4bab73b816e44ef4e4facd9f9b5,beleza_saude,1,20.0,4.0
1643,43a5d4a57af536fddc96d08be3afdfcb,casa_conforto,1,17.0,1.0
1644,43b2c864251aa0ce4030c746984e088a,malas_acessorios,1,10.0,1.0
1645,43b2c864251aa0ce4030c746984e088a,utilidades_domesticas,1,6.0,5.0
1646,43f8c9950d11ecd03a0304a49e010da6,consoles_games,41,12.0,5.0
1647,44073f8b7e41514de3b7815dd0237f4f,automotivo,2,15.0,3.0
1648,44073f8b7e41514de3b7815dd0237f4f,bebes,4,13.5,1.0
1649,44073f8b7e41514de3b7815dd0237f4f,beleza_saude,49,15.0,5.0
1650,44073f8b7e41514de3b7815dd0237f4f,brinquedos,8,8.0,3.5
1651,44073f8b7e41514de3b7815dd0237f4f,consoles_games,2,11.0,5.0
1652,44073f8b7e41514de3b7815dd0237f4f,cool_stuff,33,14.0,4.0
1653,44073f8b7e41514de3b7815dd0237f4f,eletronicos,2,22.0,4.0
1654,44073f8b7e41514de3b7815dd0237f4f,eletroportateis,1,9.0,1.0
1655,44073f8b7e41514de3b7815dd0237f4f,esporte_lazer,1,23.0,5.0
1656,44073f8b7e41514de3b7815dd0237f4f,fashion_calcados,2,12.0,4.0
1657,44073f8b7e41514de3b7815dd0237f4f,ferramentas_jardim,7,21.0,5.0
1658,44073f8b7e41514de3b7815dd0237f4f,informatica_acessorios,8,18.5,5.0
1659,44073f8b7e41514de3b7815dd0237f4f,moveis_decoracao,23,13.0,5.0
1660,44073f8b7e41514de3b7815dd0237f4f,moveis_sala,7,12.0,4.0
1661,440dd6ab244315c632130ecfb63827b1,esporte_lazer,91,11.0,4.0
1662,440dd6ab244315c632130ecfb63827b1,utilidades_domesticas,3,32.0,4.0
1663,443d880f15cbd3572885e1d44bf2c478,moveis_decoracao,2,13.0,2.0
1664,4450bd8327d471c4a11a83d1445b1b62,beleza_saude,1,20.0,5.0
1665,446cc09cdbb130904da114e807dbec40,artigos_de_festas,3,24.0,5.0
1666,44717f64ec2a457979cf83c429077666,construcao_ferramentas_iluminacao,3,11.0,5.0
1667,447d377bdb757058acb569025ee18a93,papelaria,1,13.0,5.0
1668,44ed138eca6214d572ce1d813fb0049b,beleza_saude,2,3.0,5.0
1669,44ed138eca6214d572ce1d813fb0049b,esporte_lazer,1,13.0,4.0
1670,44f091b5abab8018f682fce8124b85e5,esporte_lazer,6,0.0,2.0
1671,45213867cefbf2cd4c6177e10216a951,instrumentos_musicais,8,12.5,4.5
1672,45213867cefbf2cd4c6177e10216a951,market_place,6,14.5,4.0
1673,4559697a8f7e637227c2eeaed843baff,automotivo,4,9.0,4.0
1674,4559697a8f7e637227c2eeaed843baff,eletrodomesticos,38,12.0,5.0
1675,4559697a8f7e637227c2eeaed843baff,informatica_acessorios,2,11.5,2.5
1676,455befea1bb853c75ccbca94cff26e5c,beleza_saude,1,37.0,3.0
1677,455c5640e8c5bd1b2ee85c0158f85727,automotivo,1,23.0,5.0
1678,455c5640e8c5bd1b2ee85c0158f85727,brinquedos,1,24.0,5.0
1679,455c5640e8c5bd1b2ee85c0158f85727,cool_stuff,1,20.0,5.0
1680,455c5640e8c5bd1b2ee85c0158f85727,instrumentos_musicais,5,22.0,4.0
1681,455f46ef09a9e45667e2981df84b5cc2,eletronicos,2,0.5,2.5
1682,457fe919b032a3f7dadba6fb92cf7855,cama_mesa_banho,12,5.0,5.0
1683,458c6fa920810ce2492da71bc26d9eec,beleza_saude,2,9.0,2.5
1684,458d868c9642f55f18f04e951a3fdde6,beleza_saude,2,18.0,5.0
1685,45a3d05fb00435e52a28859dd03703b3,brinquedos,1,4.0,5.0
1686,45ba18c210d42734ec52c0c1c574e9ee,automotivo,3,5.0,5.0
1687,45ba18c210d42734ec52c0c1c574e9ee,bebes,19,11.0,5.0
1688,45ba18c210d42734ec52c0c1c574e9ee,construcao_ferramentas_construcao,1,5.0,5.0
1689,45ba18c210d42734ec52c0c1c574e9ee,construcao_ferramentas_ferramentas,1,6.0,5.0
1690,45ba18c210d42734ec52c0c1c574e9ee,construcao_ferramentas_seguranca,1,0.0,1.0
1691,45ba18c210d42734ec52c0c1c574e9ee,esporte_lazer,1,-3.0,3.0
1692,45ba18c210d42734ec52c0c1c574e9ee,ferramentas_jardim,12,16.5,4.0
1693,45ba18c210d42734ec52c0c1c574e9ee,papelaria,2,11.0,5.0
1694,45ba18c210d42734ec52c0c1c574e9ee,utilidades_domesticas,1,8.0,1.0
1695,45c20d94d9171b0bcfab3c955e47d67b,brinquedos,1,9.0,5.0
1696,45c20d94d9171b0bcfab3c955e47d67b,moveis_quarto,1,10.0,5.0
1697,45c20d94d9171b0bcfab3c955e47d67b,utilidades_domesticas,2,9.5,4.0
1698,45d33f715e24d15a6ccf5c17b3a23e3c,automotivo,4,9.0,5.0
1699,45d33f715e24d15a6ccf5c17b3a23e3c,bebes,15,9.0,5.0
1700,45d33f715e24d15a6ccf5c17b3a23e3c,brinquedos,3,8.0,4.0
1701,45d33f715e24d15a6ccf5c17b3a23e3c,cama_mesa_banho,1,17.0,5.0
1702,45d33f715e24d15a6ccf5c17b3a23e3c,casa_conforto_2,1,17.0,5.0
1703,45d33f715e24d15a6ccf5c17b3a23e3c,climatizacao,1,13.0,4.0
1704,45d33f715e24d15a6ccf5c17b3a23e3c,construcao_ferramentas_construcao,1,-1.0,5.0
1705,45d33f715e24d15a6ccf5c17b3a23e3c,cool_stuff,4,16.5,4.0
1706,45d33f715e24d15a6ccf5c17b3a23e3c,eletronicos,1,6.0,5.0
1707,45d33f715e24d15a6ccf5c17b3a23e3c,eletroportateis,1,0.0,1.0
1708,45d33f715e24d15a6ccf5c17b3a23e3c,esporte_lazer,10,14.0,4.5
1709,45d33f715e24d15a6ccf5c17b3a23e3c,informatica_acessorios,18,10.5,5.0
1710,45d33f715e24d15a6ccf5c17b3a23e3c,telefonia,1,15.0,5.0
1711,461ff5303b6c9c1a4a07f40c5aece516,beleza_saude,3,16.0,5.0
1712,466222e777149751370e7e98fb623b0c,automotivo,1,8.0,5.0
1713,4677a5437afda5fa7140b927b07be1cc,automotivo,8,15.0,4.0
1714,4677a5437afda5fa7140b927b07be1cc,brinquedos,2,5.0,4.0
1715,4677a5437afda5fa7140b927b07be1cc,pet_shop,1,21.0,5.0
1716,46dc3b2cc0980fb8ec44634e21d2718e,bebes,37,13.0,5.0
1717,46dc3b2cc0980fb8ec44634e21d2718e,brinquedos,370,11.0,5.0
1718,46dc3b2cc0980fb8ec44634e21d2718e,cool_stuff,29,12.0,5.0
1719,46dc3b2cc0980fb8ec44634e21d2718e,esporte_lazer,55,10.0,5.0
1720,46dc3b2cc0980fb8ec44634e21d2718e,market_place,3,12.0,5.0
1721,46dc3b2cc0980fb8ec44634e21d2718e,papelaria,2,15.5,5.0
1722,46ef1a25845fc051c2998d878354810c,ferramentas_jardim,1,0.0,5.0
1723,46ef1a25845fc051c2998d878354810c,utilidades_domesticas,4,4.0,4.0
1724,4736e9d642ef4257cd7622516931eb51,climatizacao,6,9.0,4.0
1725,4736e9d642ef4257cd7622516931eb51,esporte_lazer,5,14.0,4.0
1726,4736e9d642ef4257cd7622516931eb51,moveis_decoracao,5,10.0,4.0
1727,4736e9d642ef4257cd7622516931eb51,utilidades_domesticas,3,16.0,5.0
1728,47648caee88ccfe951fbb27fbf7b4cbe,automotivo,3,8.0,5.0
1729,478bfe564db21eeb44386606aa30b650,pet_shop,3,12.0,5.0
1730,47efca563408aae19bb7206c2d969ea9,automotivo,12,13.5,5.0
1731,48162d548f5b1b11b9d29d1e01f75a61,casa_construcao,28,10.5,4.0
1732,48162d548f5b1b11b9d29d1e01f75a61,construcao_ferramentas_seguranca,7,7.0,5.0
1733,48162d548f5b1b11b9d29d1e01f75a61,eletronicos,2,14.5,5.0
1734,48162d548f5b1b11b9d29d1e01f75a61,ferramentas_jardim,41,13.0,5.0
1735,48162d548f5b1b11b9d29d1e01f75a61,informatica_acessorios,6,7.5,1.0
1736,48162d548f5b1b11b9d29d1e01f75a61,seguros_e_servicos,1,20.0,4.0
1737,48162d548f5b1b11b9d29d1e01f75a61,telefonia_fixa,6,12.5,5.0
1738,4830e40640734fc1c52cd21127c341d4,alimentos,1,6.0,5.0
1739,4830e40640734fc1c52cd21127c341d4,beleza_saude,3,9.0,5.0
1740,4830e40640734fc1c52cd21127c341d4,eletroportateis,13,13.0,5.0
1741,4830e40640734fc1c52cd21127c341d4,esporte_lazer,20,7.5,4.0
1742,4830e40640734fc1c52cd21127c341d4,malas_acessorios,17,8.0,5.0
1743,4830e40640734fc1c52cd21127c341d4,moveis_decoracao,19,12.0,5.0
1744,4830e40640734fc1c52cd21127c341d4,papelaria,20,10.5,5.0
1745,4830e40640734fc1c52cd21127c341d4,relogios_presentes,5,16.0,4.0
1746,4830e40640734fc1c52cd21127c341d4,utilidades_domesticas,122,10.0,5.0
1747,48328ec9a579151d9cc6a86d4a59336c,cool_stuff,1,6.0,2.0
1748,483ca627d131e18f988349b1655c0acd,beleza_saude,1,4.0,5.0
1749,48436dade18ac8b2bce089ec2a041202,brinquedos,24,9.5,5.0
1750,48436dade18ac8b2bce089ec2a041202,cool_stuff,127,10.0,5.0
1751,485452467ff670447e84a8370c3fc898,ferramentas_jardim,1,17.0,4.0
1752,4867209cb29b56b92893d7bde3ce8012,beleza_saude,1,16.0,4.0
1753,4869f7a5dfa277a7dca6462dcf3b52b2,audio,56,8.0,5.0
1754,4869f7a5dfa277a7dca6462dcf3b52b2,automotivo,1,17.0,5.0
1755,4869f7a5dfa277a7dca6462dcf3b52b2,beleza_saude,20,13.0,5.0
1756,4869f7a5dfa277a7dca6462dcf3b52b2,consoles_games,7,9.0,5.0
1757,4869f7a5dfa277a7dca6462dcf3b52b2,cool_stuff,54,12.5,5.0
1758,4869f7a5dfa277a7dca6462dcf3b52b2,eletronicos,10,15.0,5.0
1759,4869f7a5dfa277a7dca6462dcf3b52b2,esporte_lazer,1,8.0,5.0
1760,4869f7a5dfa277a7dca6462dcf3b52b2,informatica_acessorios,2,5.0,4.5
1761,4869f7a5dfa277a7dca6462dcf3b52b2,relogios_presentes,994,12.0,5.0
1762,4869f7a5dfa277a7dca6462dcf3b52b2,telefonia,3,9.0,4.0
1763,48985c61529077fa4f1e38bcff0f2ed3,beleza_saude,7,14.0,4.0
1764,48b6c3f4c6a93171da04b75313f2130f,sinalizacao_e_seguranca,2,8.0,5.0
1765,48bad451945f5227341793478d6353ea,livros_interesse_geral,2,23.5,4.0
1766,48bad451945f5227341793478d6353ea,livros_tecnicos,1,-6.0,4.0
1767,48e5ee06fb2dc74df1c711a9b6dfac2a,construcao_ferramentas_construcao,3,19.0,5.0
1768,48e954b2da4f6a750c844173b347ed40,bebidas,6,28.0,4.0
1769,48efc9d94a9834137efd9ea76b065a38,automotivo,2,26.5,5.0
1770,48efc9d94a9834137efd9ea76b065a38,bebes,2,27.0,5.0
1771,48efc9d94a9834137efd9ea76b065a38,brinquedos,1,27.0,5.0
1772,48efc9d94a9834137efd9ea76b065a38,fashion_bolsas_e_acessorios,12,15.0,5.0
1773,48efc9d94a9834137efd9ea76b065a38,moveis_quarto,8,26.5,5.0
1774,48efc9d94a9834137efd9ea76b065a38,musica,2,26.5,5.0
1775,48efc9d94a9834137efd9ea76b065a38,papelaria,1,27.0,5.0
1776,48efc9d94a9834137efd9ea76b065a38,pet_shop,6,27.0,5.0
1777,48fb026ed7455a42f5d3e9390ed5088e,automotivo,11,15.0,2.0
1778,49067458c68f7701fd334ce326accbe0,construcao_ferramentas_jardim,33,10.0,4.0
1779,4917cee8d902e13428c3ec4b1ca6f315,eletrodomesticos_2,28,9.5,5.0
1780,4917cee8d902e13428c3ec4b1ca6f315,moveis_cozinha_area_de_servico_jantar_e_jardim,4,7.0,4.5
1781,491a5ada3aa1678414e990262c4bbdc1,dvds_blu_ray,2,5.5,3.0
1782,49383af7ab774e4e8f3000f49c83dc4b,cama_mesa_banho,12,9.5,5.0
1783,4965a7002cca77301c82d3f91b82e1a9,pet_shop,1,12.0,5.0
1784,497709c2976a8fa308730a2dec5b0726,papelaria,2,1.0,5.0
1785,4978a02ea9c8be7a9b5480680f40334e,casa_construcao,4,5.5,1.5
1786,4978a02ea9c8be7a9b5480680f40334e,climatizacao,1,12.0,3.0
1787,4978a02ea9c8be7a9b5480680f40334e,construcao_ferramentas_construcao,9,9.0,4.0
1788,4978a02ea9c8be7a9b5480680f40334e,ferramentas_jardim,5,6.0,5.0
1789,499185655c29ecfdbfe776ef7cf875b5,cama_mesa_banho,1,33.0,4.0
1790,4992e76a42cb3aad7a7047e0d3d7e729,pet_shop,5,6.0,5.0
1791,4992e76a42cb3aad7a7047e0d3d7e729,utilidades_domesticas,69,9.0,5.0
1792,499ec63c58e51296c9cf57edcfe1c8a8,informatica_acessorios,5,11.0,5.0
1793,49cdc90518a4f82676b38b3c1aa43ff6,automotivo,2,16.5,4.0
1794,49cdc90518a4f82676b38b3c1aa43ff6,eletronicos,1,1.0,2.0
1795,49cdc90518a4f82676b38b3c1aa43ff6,informatica_acessorios,2,8.0,4.5
1796,49e7217cfe4e427191c378ec626d8737,moveis_decoracao,1,10.0,1.0
1797,49e7217cfe4e427191c378ec626d8737,utilidades_domesticas,13,7.0,5.0
1798,49f8d2ea7b718d0ce587d34207caf2b4,pet_shop,1,0.0,5.0
1799,4a1917ef994878940e1fb03eeb787ad7,telefonia_fixa,3,14.0,2.0
1800,4a1f694197d05fe70026b016a7316b41,moveis_decoracao,19,13.0,5.0
1801,4a1f694197d05fe70026b016a7316b41,utilidades_domesticas,4,15.0,1.0
1802,4a23adac87cf538689fa600d976f78b2,moveis_decoracao,3,1.0,4.0
1803,4a3ca9315b744ce9f8e9374361493884,bebes,5,3.0,5.0
1804,4a3ca9315b744ce9f8e9374361493884,brinquedos,55,9.0,5.0
1805,4a3ca9315b744ce9f8e9374361493884,cama_mesa_banho,1571,10.0,4.0
1806,4a3ca9315b744ce9f8e9374361493884,casa_conforto,246,9.0,4.0
1807,4a3ca9315b744ce9f8e9374361493884,casa_conforto_2,23,9.0,4.0
1808,4a3ca9315b744ce9f8e9374361493884,cool_stuff,1,9.0,4.0
1809,4a3ca9315b744ce9f8e9374361493884,moveis_decoracao,83,9.0,4.0
1810,4a3ccda38b2129705f3fb522db62ca31,casa_construcao,12,13.0,5.0
1811,4a3ccda38b2129705f3fb522db62ca31,construcao_ferramentas_construcao,3,17.0,4.0
1812,4a3ccda38b2129705f3fb522db62ca31,construcao_ferramentas_seguranca,56,12.5,5.0
1813,4a3ccda38b2129705f3fb522db62ca31,eletronicos,4,9.0,1.0
1814,4a3ccda38b2129705f3fb522db62ca31,ferramentas_jardim,4,-3.0,2.5
1815,4a5b36211b1f51bf7eaa5c10a57fa483,automotivo,1,7.0,5.0
1816,4a82168aaef173cbb6e46ae88728f919,beleza_saude,3,13.0,5.0
1817,4a82168aaef173cbb6e46ae88728f919,perfumaria,1,11.0,2.0
1818,4a82c4af97ffc0fb2dc26bfdc03b1842,beleza_saude,1,16.0,5.0
1819,4aba391bc3b88717ce08eb11e44937b2,esporte_lazer,29,13.0,4.0
1820,4aba391bc3b88717ce08eb11e44937b2,fashion_bolsas_e_acessorios,1,18.0,5.0
1821,4aba6a02a788d3ec81c03137144d9a80,beleza_saude,1,10.0,5.0
1822,4b0fdb526525f9890eb145bf1534640e,bebes,1,2.0,3.0
1823,4b0fdb526525f9890eb145bf1534640e,cama_mesa_banho,19,6.0,5.0
1824,4b1eaadf791bdbbad8c4a35b65236d52,consoles_games,8,1.5,1.0
1825,4b39558c138930b9e5489c93b6df5fe3,industria_comercio_e_negocios,1,9.0,5.0
1826,4b39558c138930b9e5489c93b6df5fe3,informatica_acessorios,4,14.0,5.0
1827,4b5f66b7adcf57f1ecc0d3c07dd6b177,informatica_acessorios,37,16.0,5.0
1828,4b90495391ac0bd181a80a459df1e718,moveis_decoracao,1,38.0,4.0
1829,4b9750c8ad28220fe6702d4ecb7c898f,bebes,210,7.0,5.0
1830,4b9750c8ad28220fe6702d4ecb7c898f,cool_stuff,12,8.5,5.0
1831,4ba52dfeba874da5b9ee7b17c7494f04,livros_tecnicos,11,12.0,5.0
1832,4bc3d93e4a5f88a598d3d8ce4ae510b3,informatica_acessorios,1,0.0,1.0
1833,4bcec44888b30ba9001234c534716d3f,beleza_saude,5,8.0,5.0
1834,4bde6149c15cf7e177b36fa060dd6de8,alimentos,1,42.0,5.0
1835,4bde6149c15cf7e177b36fa060dd6de8,brinquedos,1,51.0,5.0
1836,4be2e7f96b4fd749d52dff41f80e39dd,livros_tecnicos,1,0.0,1.0
1837,4be6b962d83299498bae2190f95d6566,beleza_saude,1,7.0,5.0
1838,4be6b962d83299498bae2190f95d6566,eletroportateis,10,10.0,4.5
1839,4be9ae93c4fc0f41713d71a4194ee1b3,esporte_lazer,1,6.0,5.0
1840,4bf2f4ee540798a61f9636d12cd9cc80,bebes,1,3.0,4.0
1841,4bf2f4ee540798a61f9636d12cd9cc80,beleza_saude,2,17.5,4.5
1842,4bf2f4ee540798a61f9636d12cd9cc80,fashion_underwear_e_moda_praia,27,12.0,5.0
1843,4bf658053d453036c70976bccb2c31b2,relogios_presentes,1,6.0,4.0
1844,4bfc7a4a1cf8d4d2121c27422d9e50b5,utilidades_domesticas,40,9.0,5.0
1845,4c03b9dd4c11ee2cb35c96c49efc9420,brinquedos,47,14.0,5.0
1846,4c18691b6037662be2df78a765d98ab5,beleza_saude,2,6.0,4.5
1847,4c18691b6037662be2df78a765d98ab5,construcao_ferramentas_construcao,1,9.0,1.0
1848,4c18691b6037662be2df78a765d98ab5,construcao_ferramentas_ferramentas,2,9.0,3.0
1849,4c18691b6037662be2df78a765d98ab5,eletroportateis,1,11.0,4.0
1850,4c18691b6037662be2df78a765d98ab5,ferramentas_jardim,2,4.0,4.5
1851,4c18691b6037662be2df78a765d98ab5,utilidades_domesticas,59,10.0,4.0
1852,4c1c7281388a33dd06daac44f9fadbd1,bebes,1,9.0,5.0
1853,4c1c7281388a33dd06daac44f9fadbd1,brinquedos,3,16.0,5.0
1854,4c1c7281388a33dd06daac44f9fadbd1,papelaria,1,19.0,5.0
1855,4c2b230173bb36f9b240f2b8ac11786e,beleza_saude,1,14.0,1.0
1856,4c2b230173bb36f9b240f2b8ac11786e,esporte_lazer,342,8.0,5.0
1857,4c498c7345e89aebad651544829beca0,beleza_saude,28,8.0,5.0
1858,4c498c7345e89aebad651544829beca0,perfumaria,20,9.0,5.0
1859,4c4d546adf3c3868fe19c9ec6e9ffda9,pet_shop,3,20.0,3.0
1860,4c60877808f4318ef1107fbeb8f89afa,informatica_acessorios,2,8.0,4.0
1861,4c61e37f664c3c88aff092aa5ac779d7,consoles_games,5,4.0,5.0
1862,4c61e37f664c3c88aff092aa5ac779d7,informatica_acessorios,1,7.0,4.0
1863,4c8545742faaf58fafd5fd14d25d75cf,automotivo,2,12.0,4.0
1864,4c8545742faaf58fafd5fd14d25d75cf,brinquedos,2,14.5,5.0
1865,4c8b8048e33af2bf94f2eb547746a916,bebes,4,0.0,1.0
1866,4c8b8048e33af2bf94f2eb547746a916,brinquedos,3,-13.0,1.0
1867,4c8b8048e33af2bf94f2eb547746a916,cama_mesa_banho,18,3.5,4.5
1868,4c8b8048e33af2bf94f2eb547746a916,cool_stuff,1,5.0,5.0
1869,4c8b8048e33af2bf94f2eb547746a916,moveis_sala,1,10.0,2.0
1870,4cc43a222a0f94910728b62b97a8c5f8,perfumaria,1,11.0,3.0
1871,4cc4fd4fdd406a85bbdc1f824b731bd7,automotivo,2,13.0,5.0
1872,4ce6e5f6c52515177e18c1c9361d8677,automotivo,1,0.0,3.0
1873,4ce8b55b4bfa4659184e7becc1fba3f2,automotivo,2,11.0,3.0
1874,4cf490a58259286ada5ba8525ba9e84a,cool_stuff,8,16.0,3.5
1875,4d0041cdbe51b4617d95c70b19decc74,automotivo,8,10.0,5.0
1876,4d232b78ab7ef10393dc3807d827bc0d,automotivo,4,12.0,4.5
1877,4d232b78ab7ef10393dc3807d827bc0d,eletronicos,1,6.0,4.0
1878,4d600e08ecbe08258c79e536c5a42fee,market_place,1,21.0,5.0
1879,4d600e08ecbe08258c79e536c5a42fee,relogios_presentes,7,26.0,5.0
1880,4d6d651bd7684af3fffabd5f08d12e5a,beleza_saude,7,14.0,4.0
1881,4d6d651bd7684af3fffabd5f08d12e5a,esporte_lazer,388,12.0,5.0
1882,4d6d651bd7684af3fffabd5f08d12e5a,perfumaria,1,8.0,5.0
1883,4d6fb82c629c7a5028bfd973c07b05e0,moveis_sala,2,0.0,2.0
1884,4d8809767a5bafe22909c77951fb6b41,moveis_decoracao,1,0.0,5.0
1885,4d9fea3499bdc22aa4da4e339365f215,perfumaria,2,18.5,5.0
1886,4da0e408c99d2fdc2126dc9fce518060,esporte_lazer,55,20.0,5.0
1887,4da0e408c99d2fdc2126dc9fce518060,market_place,5,16.0,5.0
1888,4dab98ca6cd6d3df586203cefd28a042,fashion_bolsas_e_acessorios,1,0.0,5.0
1889,4dbd95a08b31ede5c82d3f861cb1ce1a,livros_interesse_geral,5,8.0,4.0
1890,4dbd95a08b31ede5c82d3f861cb1ce1a,livros_tecnicos,1,23.0,5.0
1891,4dc2e811a1760953cb7c6a590b498943,malas_acessorios,1,8.0,5.0
1892,4dc646b9b9e8e411ef48ba000ea3ac6f,perfumaria,5,10.0,1.0
1893,4ddeb3e828550cddc8d45c8bc36ab2d1,cool_stuff,1,10.0,5.0
1894,4de6e4ba574aa9dfdc824bc44dc47fdd,beleza_saude,9,21.0,5.0
1895,4de6e4ba574aa9dfdc824bc44dc47fdd,perfumaria,5,14.0,5.0
1896,4deebb3199eeafb282ae33229144f94b,sinalizacao_e_seguranca,5,3.0,5.0
1897,4e06067cc08b3f41d837768d392c3ee3,perfumaria,46,12.0,5.0
1898,4e0d109ccfba9a1151c103049880c857,relogios_presentes,2,14.5,3.0
1899,4e17c65a516f69d023a2ae78b84f28d6,beleza_saude,32,26.5,5.0
1900,4e17c65a516f69d023a2ae78b84f28d6,cama_mesa_banho,1,15.0,5.0
1901,4e17c65a516f69d023a2ae78b84f28d6,moveis_decoracao,1,17.0,5.0
1902,4e17c65a516f69d023a2ae78b84f28d6,perfumaria,31,23.0,5.0
1903,4e17c65a516f69d023a2ae78b84f28d6,utilidades_domesticas,9,17.0,5.0
1904,4e2627090e6e5b9fabba883a37897683,moveis_decoracao,4,0.0,1.0
1905,4e326052e5dbba8adcd512f3450a307e,artigos_de_natal,6,10.0,1.0
1906,4e42581f08e8cfc7c090f930bac4552a,moveis_cozinha_area_de_servico_jantar_e_jardim,2,-13.0,1.0
1907,4e42581f08e8cfc7c090f930bac4552a,moveis_decoracao,1,0.0,1.0
1908,4e42581f08e8cfc7c090f930bac4552a,moveis_escritorio,1,0.0,1.0
1909,4e480be820e37de1444325ff358c9296,automotivo,2,9.0,5.0
1910,4e5725ba188db8252977a4f0227bd462,cool_stuff,2,5.5,3.0
1911,4e5725ba188db8252977a4f0227bd462,informatica_acessorios,23,4.0,5.0
1912,4e6015589b781adaa5ce7f1892d06bb1,esporte_lazer,3,9.0,4.0
1913,4e7c18b98d84e05cbae3ff0ff03846c2,eletrodomesticos_2,1,9.0,3.0
1914,4e7c18b98d84e05cbae3ff0ff03846c2,eletroportateis,74,12.0,5.0
1915,4e7c18b98d84e05cbae3ff0ff03846c2,market_place,5,11.0,5.0
1916,4e7c18b98d84e05cbae3ff0ff03846c2,moveis_decoracao,10,7.0,5.0
1917,4e85b538b0dad58852641540686d0e14,ferramentas_jardim,3,-2.0,3.0
1918,4e85b538b0dad58852641540686d0e14,sinalizacao_e_seguranca,1,12.0,5.0
1919,4e8dacf3d38f281ae26c3e0321d92d88,utilidades_domesticas,7,0.0,2.0
1920,4e922959ae960d389249c378d1c939f5,agro_industria_e_comercio,7,17.0,5.0
1921,4e922959ae960d389249c378d1c939f5,alimentos,1,8.0,5.0
1922,4e922959ae960d389249c378d1c939f5,artigos_de_natal,1,21.0,5.0
